medium	description	compound	name
acgam_medium	M9 medium containing N-Acetyl-D-Glucosamine as sole carbon source	acgam	N-Acetyl-D-Glucosamine
acgam_medium	M9 medium containing N-Acetyl-D-Glucosamine as sole carbon source	ca2	Ca2+
acgam_medium	M9 medium containing N-Acetyl-D-Glucosamine as sole carbon source	cl	Cl-
acgam_medium	M9 medium containing N-Acetyl-D-Glucosamine as sole carbon source	cobalt2	Co2+
acgam_medium	M9 medium containing N-Acetyl-D-Glucosamine as sole carbon source	cu2	Cu2+
acgam_medium	M9 medium containing N-Acetyl-D-Glucosamine as sole carbon source	fe2	Fe2+
acgam_medium	M9 medium containing N-Acetyl-D-Glucosamine as sole carbon source	fe3	Fe3+
acgam_medium	M9 medium containing N-Acetyl-D-Glucosamine as sole carbon source	h2o	H2O
acgam_medium	M9 medium containing N-Acetyl-D-Glucosamine as sole carbon source	h	H+
acgam_medium	M9 medium containing N-Acetyl-D-Glucosamine as sole carbon source	k	K+
acgam_medium	M9 medium containing N-Acetyl-D-Glucosamine as sole carbon source	mg2	Mg
acgam_medium	M9 medium containing N-Acetyl-D-Glucosamine as sole carbon source	mn2	Mn2+
acgam_medium	M9 medium containing N-Acetyl-D-Glucosamine as sole carbon source	mobd	Molybdate
acgam_medium	M9 medium containing N-Acetyl-D-Glucosamine as sole carbon source	na1	Na+
acgam_medium	M9 medium containing N-Acetyl-D-Glucosamine as sole carbon source	nh4	Ammonium
acgam_medium	M9 medium containing N-Acetyl-D-Glucosamine as sole carbon source	ni2	Ni2+
acgam_medium	M9 medium containing N-Acetyl-D-Glucosamine as sole carbon source	o2	O2
acgam_medium	M9 medium containing N-Acetyl-D-Glucosamine as sole carbon source	pi	Phosphate
acgam_medium	M9 medium containing N-Acetyl-D-Glucosamine as sole carbon source	so4	Sulfate
acgam_medium	M9 medium containing N-Acetyl-D-Glucosamine as sole carbon source	zn2	Zn2+
gal_medium	M9 medium containing D-Galactose as sole carbon source	gal	D-Galactose
gal_medium	M9 medium containing D-Galactose as sole carbon source	ca2	Ca2+
gal_medium	M9 medium containing D-Galactose as sole carbon source	cl	Cl-
gal_medium	M9 medium containing D-Galactose as sole carbon source	cobalt2	Co2+
gal_medium	M9 medium containing D-Galactose as sole carbon source	cu2	Cu2+
gal_medium	M9 medium containing D-Galactose as sole carbon source	fe2	Fe2+
gal_medium	M9 medium containing D-Galactose as sole carbon source	fe3	Fe3+
gal_medium	M9 medium containing D-Galactose as sole carbon source	h2o	H2O
gal_medium	M9 medium containing D-Galactose as sole carbon source	h	H+
gal_medium	M9 medium containing D-Galactose as sole carbon source	k	K+
gal_medium	M9 medium containing D-Galactose as sole carbon source	mg2	Mg
gal_medium	M9 medium containing D-Galactose as sole carbon source	mn2	Mn2+
gal_medium	M9 medium containing D-Galactose as sole carbon source	mobd	Molybdate
gal_medium	M9 medium containing D-Galactose as sole carbon source	na1	Na+
gal_medium	M9 medium containing D-Galactose as sole carbon source	nh4	Ammonium
gal_medium	M9 medium containing D-Galactose as sole carbon source	ni2	Ni2+
gal_medium	M9 medium containing D-Galactose as sole carbon source	o2	O2
gal_medium	M9 medium containing D-Galactose as sole carbon source	pi	Phosphate
gal_medium	M9 medium containing D-Galactose as sole carbon source	so4	Sulfate
gal_medium	M9 medium containing D-Galactose as sole carbon source	zn2	Zn2+
tre_medium	M9 medium containing D-Trehalose as sole carbon source	tre	D-Trehalose
tre_medium	M9 medium containing D-Trehalose as sole carbon source	ca2	Ca2+
tre_medium	M9 medium containing D-Trehalose as sole carbon source	cl	Cl-
tre_medium	M9 medium containing D-Trehalose as sole carbon source	cobalt2	Co2+
tre_medium	M9 medium containing D-Trehalose as sole carbon source	cu2	Cu2+
tre_medium	M9 medium containing D-Trehalose as sole carbon source	fe2	Fe2+
tre_medium	M9 medium containing D-Trehalose as sole carbon source	fe3	Fe3+
tre_medium	M9 medium containing D-Trehalose as sole carbon source	h2o	H2O
tre_medium	M9 medium containing D-Trehalose as sole carbon source	h	H+
tre_medium	M9 medium containing D-Trehalose as sole carbon source	k	K+
tre_medium	M9 medium containing D-Trehalose as sole carbon source	mg2	Mg
tre_medium	M9 medium containing D-Trehalose as sole carbon source	mn2	Mn2+
tre_medium	M9 medium containing D-Trehalose as sole carbon source	mobd	Molybdate
tre_medium	M9 medium containing D-Trehalose as sole carbon source	na1	Na+
tre_medium	M9 medium containing D-Trehalose as sole carbon source	nh4	Ammonium
tre_medium	M9 medium containing D-Trehalose as sole carbon source	ni2	Ni2+
tre_medium	M9 medium containing D-Trehalose as sole carbon source	o2	O2
tre_medium	M9 medium containing D-Trehalose as sole carbon source	pi	Phosphate
tre_medium	M9 medium containing D-Trehalose as sole carbon source	so4	Sulfate
tre_medium	M9 medium containing D-Trehalose as sole carbon source	zn2	Zn2+
man_medium	M9 medium containing D-Mannose as sole carbon source	man	D-Mannose
man_medium	M9 medium containing D-Mannose as sole carbon source	ca2	Ca2+
man_medium	M9 medium containing D-Mannose as sole carbon source	cl	Cl-
man_medium	M9 medium containing D-Mannose as sole carbon source	cobalt2	Co2+
man_medium	M9 medium containing D-Mannose as sole carbon source	cu2	Cu2+
man_medium	M9 medium containing D-Mannose as sole carbon source	fe2	Fe2+
man_medium	M9 medium containing D-Mannose as sole carbon source	fe3	Fe3+
man_medium	M9 medium containing D-Mannose as sole carbon source	h2o	H2O
man_medium	M9 medium containing D-Mannose as sole carbon source	h	H+
man_medium	M9 medium containing D-Mannose as sole carbon source	k	K+
man_medium	M9 medium containing D-Mannose as sole carbon source	mg2	Mg
man_medium	M9 medium containing D-Mannose as sole carbon source	mn2	Mn2+
man_medium	M9 medium containing D-Mannose as sole carbon source	mobd	Molybdate
man_medium	M9 medium containing D-Mannose as sole carbon source	na1	Na+
man_medium	M9 medium containing D-Mannose as sole carbon source	nh4	Ammonium
man_medium	M9 medium containing D-Mannose as sole carbon source	ni2	Ni2+
man_medium	M9 medium containing D-Mannose as sole carbon source	o2	O2
man_medium	M9 medium containing D-Mannose as sole carbon source	pi	Phosphate
man_medium	M9 medium containing D-Mannose as sole carbon source	so4	Sulfate
man_medium	M9 medium containing D-Mannose as sole carbon source	zn2	Zn2+
sbt__D_medium	M9 medium containing D-Sorbitol as sole carbon source	sbt__D	D-Sorbitol
sbt__D_medium	M9 medium containing D-Sorbitol as sole carbon source	ca2	Ca2+
sbt__D_medium	M9 medium containing D-Sorbitol as sole carbon source	cl	Cl-
sbt__D_medium	M9 medium containing D-Sorbitol as sole carbon source	cobalt2	Co2+
sbt__D_medium	M9 medium containing D-Sorbitol as sole carbon source	cu2	Cu2+
sbt__D_medium	M9 medium containing D-Sorbitol as sole carbon source	fe2	Fe2+
sbt__D_medium	M9 medium containing D-Sorbitol as sole carbon source	fe3	Fe3+
sbt__D_medium	M9 medium containing D-Sorbitol as sole carbon source	h2o	H2O
sbt__D_medium	M9 medium containing D-Sorbitol as sole carbon source	h	H+
sbt__D_medium	M9 medium containing D-Sorbitol as sole carbon source	k	K+
sbt__D_medium	M9 medium containing D-Sorbitol as sole carbon source	mg2	Mg
sbt__D_medium	M9 medium containing D-Sorbitol as sole carbon source	mn2	Mn2+
sbt__D_medium	M9 medium containing D-Sorbitol as sole carbon source	mobd	Molybdate
sbt__D_medium	M9 medium containing D-Sorbitol as sole carbon source	na1	Na+
sbt__D_medium	M9 medium containing D-Sorbitol as sole carbon source	nh4	Ammonium
sbt__D_medium	M9 medium containing D-Sorbitol as sole carbon source	ni2	Ni2+
sbt__D_medium	M9 medium containing D-Sorbitol as sole carbon source	o2	O2
sbt__D_medium	M9 medium containing D-Sorbitol as sole carbon source	pi	Phosphate
sbt__D_medium	M9 medium containing D-Sorbitol as sole carbon source	so4	Sulfate
sbt__D_medium	M9 medium containing D-Sorbitol as sole carbon source	zn2	Zn2+
glyc_medium	M9 medium containing Glycerol as sole carbon source	glyc	Glycerol
glyc_medium	M9 medium containing Glycerol as sole carbon source	ca2	Ca2+
glyc_medium	M9 medium containing Glycerol as sole carbon source	cl	Cl-
glyc_medium	M9 medium containing Glycerol as sole carbon source	cobalt2	Co2+
glyc_medium	M9 medium containing Glycerol as sole carbon source	cu2	Cu2+
glyc_medium	M9 medium containing Glycerol as sole carbon source	fe2	Fe2+
glyc_medium	M9 medium containing Glycerol as sole carbon source	fe3	Fe3+
glyc_medium	M9 medium containing Glycerol as sole carbon source	h2o	H2O
glyc_medium	M9 medium containing Glycerol as sole carbon source	h	H+
glyc_medium	M9 medium containing Glycerol as sole carbon source	k	K+
glyc_medium	M9 medium containing Glycerol as sole carbon source	mg2	Mg
glyc_medium	M9 medium containing Glycerol as sole carbon source	mn2	Mn2+
glyc_medium	M9 medium containing Glycerol as sole carbon source	mobd	Molybdate
glyc_medium	M9 medium containing Glycerol as sole carbon source	na1	Na+
glyc_medium	M9 medium containing Glycerol as sole carbon source	nh4	Ammonium
glyc_medium	M9 medium containing Glycerol as sole carbon source	ni2	Ni2+
glyc_medium	M9 medium containing Glycerol as sole carbon source	o2	O2
glyc_medium	M9 medium containing Glycerol as sole carbon source	pi	Phosphate
glyc_medium	M9 medium containing Glycerol as sole carbon source	so4	Sulfate
glyc_medium	M9 medium containing Glycerol as sole carbon source	zn2	Zn2+
fuc__L_medium	M9 medium containing L-Fucose as sole carbon source	fuc__L	L-Fucose
fuc__L_medium	M9 medium containing L-Fucose as sole carbon source	ca2	Ca2+
fuc__L_medium	M9 medium containing L-Fucose as sole carbon source	cl	Cl-
fuc__L_medium	M9 medium containing L-Fucose as sole carbon source	cobalt2	Co2+
fuc__L_medium	M9 medium containing L-Fucose as sole carbon source	cu2	Cu2+
fuc__L_medium	M9 medium containing L-Fucose as sole carbon source	fe2	Fe2+
fuc__L_medium	M9 medium containing L-Fucose as sole carbon source	fe3	Fe3+
fuc__L_medium	M9 medium containing L-Fucose as sole carbon source	h2o	H2O
fuc__L_medium	M9 medium containing L-Fucose as sole carbon source	h	H+
fuc__L_medium	M9 medium containing L-Fucose as sole carbon source	k	K+
fuc__L_medium	M9 medium containing L-Fucose as sole carbon source	mg2	Mg
fuc__L_medium	M9 medium containing L-Fucose as sole carbon source	mn2	Mn2+
fuc__L_medium	M9 medium containing L-Fucose as sole carbon source	mobd	Molybdate
fuc__L_medium	M9 medium containing L-Fucose as sole carbon source	na1	Na+
fuc__L_medium	M9 medium containing L-Fucose as sole carbon source	nh4	Ammonium
fuc__L_medium	M9 medium containing L-Fucose as sole carbon source	ni2	Ni2+
fuc__L_medium	M9 medium containing L-Fucose as sole carbon source	o2	O2
fuc__L_medium	M9 medium containing L-Fucose as sole carbon source	pi	Phosphate
fuc__L_medium	M9 medium containing L-Fucose as sole carbon source	so4	Sulfate
fuc__L_medium	M9 medium containing L-Fucose as sole carbon source	zn2	Zn2+
lac__L_medium	M9 medium containing L-Lactic Acid as sole carbon source	lac__L	L-Lactic Acid
lac__L_medium	M9 medium containing L-Lactic Acid as sole carbon source	ca2	Ca2+
lac__L_medium	M9 medium containing L-Lactic Acid as sole carbon source	cl	Cl-
lac__L_medium	M9 medium containing L-Lactic Acid as sole carbon source	cobalt2	Co2+
lac__L_medium	M9 medium containing L-Lactic Acid as sole carbon source	cu2	Cu2+
lac__L_medium	M9 medium containing L-Lactic Acid as sole carbon source	fe2	Fe2+
lac__L_medium	M9 medium containing L-Lactic Acid as sole carbon source	fe3	Fe3+
lac__L_medium	M9 medium containing L-Lactic Acid as sole carbon source	h2o	H2O
lac__L_medium	M9 medium containing L-Lactic Acid as sole carbon source	h	H+
lac__L_medium	M9 medium containing L-Lactic Acid as sole carbon source	k	K+
lac__L_medium	M9 medium containing L-Lactic Acid as sole carbon source	mg2	Mg
lac__L_medium	M9 medium containing L-Lactic Acid as sole carbon source	mn2	Mn2+
lac__L_medium	M9 medium containing L-Lactic Acid as sole carbon source	mobd	Molybdate
lac__L_medium	M9 medium containing L-Lactic Acid as sole carbon source	na1	Na+
lac__L_medium	M9 medium containing L-Lactic Acid as sole carbon source	nh4	Ammonium
lac__L_medium	M9 medium containing L-Lactic Acid as sole carbon source	ni2	Ni2+
lac__L_medium	M9 medium containing L-Lactic Acid as sole carbon source	o2	O2
lac__L_medium	M9 medium containing L-Lactic Acid as sole carbon source	pi	Phosphate
lac__L_medium	M9 medium containing L-Lactic Acid as sole carbon source	so4	Sulfate
lac__L_medium	M9 medium containing L-Lactic Acid as sole carbon source	zn2	Zn2+
for_medium	M9 medium containing Formic Acid as sole carbon source	for	Formic Acid
for_medium	M9 medium containing Formic Acid as sole carbon source	ca2	Ca2+
for_medium	M9 medium containing Formic Acid as sole carbon source	cl	Cl-
for_medium	M9 medium containing Formic Acid as sole carbon source	cobalt2	Co2+
for_medium	M9 medium containing Formic Acid as sole carbon source	cu2	Cu2+
for_medium	M9 medium containing Formic Acid as sole carbon source	fe2	Fe2+
for_medium	M9 medium containing Formic Acid as sole carbon source	fe3	Fe3+
for_medium	M9 medium containing Formic Acid as sole carbon source	h2o	H2O
for_medium	M9 medium containing Formic Acid as sole carbon source	h	H+
for_medium	M9 medium containing Formic Acid as sole carbon source	k	K+
for_medium	M9 medium containing Formic Acid as sole carbon source	mg2	Mg
for_medium	M9 medium containing Formic Acid as sole carbon source	mn2	Mn2+
for_medium	M9 medium containing Formic Acid as sole carbon source	mobd	Molybdate
for_medium	M9 medium containing Formic Acid as sole carbon source	na1	Na+
for_medium	M9 medium containing Formic Acid as sole carbon source	nh4	Ammonium
for_medium	M9 medium containing Formic Acid as sole carbon source	ni2	Ni2+
for_medium	M9 medium containing Formic Acid as sole carbon source	o2	O2
for_medium	M9 medium containing Formic Acid as sole carbon source	pi	Phosphate
for_medium	M9 medium containing Formic Acid as sole carbon source	so4	Sulfate
for_medium	M9 medium containing Formic Acid as sole carbon source	zn2	Zn2+
mnl_medium	M9 medium containing D-Mannitol as sole carbon source	mnl	D-Mannitol
mnl_medium	M9 medium containing D-Mannitol as sole carbon source	ca2	Ca2+
mnl_medium	M9 medium containing D-Mannitol as sole carbon source	cl	Cl-
mnl_medium	M9 medium containing D-Mannitol as sole carbon source	cobalt2	Co2+
mnl_medium	M9 medium containing D-Mannitol as sole carbon source	cu2	Cu2+
mnl_medium	M9 medium containing D-Mannitol as sole carbon source	fe2	Fe2+
mnl_medium	M9 medium containing D-Mannitol as sole carbon source	fe3	Fe3+
mnl_medium	M9 medium containing D-Mannitol as sole carbon source	h2o	H2O
mnl_medium	M9 medium containing D-Mannitol as sole carbon source	h	H+
mnl_medium	M9 medium containing D-Mannitol as sole carbon source	k	K+
mnl_medium	M9 medium containing D-Mannitol as sole carbon source	mg2	Mg
mnl_medium	M9 medium containing D-Mannitol as sole carbon source	mn2	Mn2+
mnl_medium	M9 medium containing D-Mannitol as sole carbon source	mobd	Molybdate
mnl_medium	M9 medium containing D-Mannitol as sole carbon source	na1	Na+
mnl_medium	M9 medium containing D-Mannitol as sole carbon source	nh4	Ammonium
mnl_medium	M9 medium containing D-Mannitol as sole carbon source	ni2	Ni2+
mnl_medium	M9 medium containing D-Mannitol as sole carbon source	o2	O2
mnl_medium	M9 medium containing D-Mannitol as sole carbon source	pi	Phosphate
mnl_medium	M9 medium containing D-Mannitol as sole carbon source	so4	Sulfate
mnl_medium	M9 medium containing D-Mannitol as sole carbon source	zn2	Zn2+
glu__L_medium	M9 medium containing L-Glutamic Acid as sole carbon source	glu__L	L-Glutamic Acid
glu__L_medium	M9 medium containing L-Glutamic Acid as sole carbon source	ca2	Ca2+
glu__L_medium	M9 medium containing L-Glutamic Acid as sole carbon source	cl	Cl-
glu__L_medium	M9 medium containing L-Glutamic Acid as sole carbon source	cobalt2	Co2+
glu__L_medium	M9 medium containing L-Glutamic Acid as sole carbon source	cu2	Cu2+
glu__L_medium	M9 medium containing L-Glutamic Acid as sole carbon source	fe2	Fe2+
glu__L_medium	M9 medium containing L-Glutamic Acid as sole carbon source	fe3	Fe3+
glu__L_medium	M9 medium containing L-Glutamic Acid as sole carbon source	h2o	H2O
glu__L_medium	M9 medium containing L-Glutamic Acid as sole carbon source	h	H+
glu__L_medium	M9 medium containing L-Glutamic Acid as sole carbon source	k	K+
glu__L_medium	M9 medium containing L-Glutamic Acid as sole carbon source	mg2	Mg
glu__L_medium	M9 medium containing L-Glutamic Acid as sole carbon source	mn2	Mn2+
glu__L_medium	M9 medium containing L-Glutamic Acid as sole carbon source	mobd	Molybdate
glu__L_medium	M9 medium containing L-Glutamic Acid as sole carbon source	na1	Na+
glu__L_medium	M9 medium containing L-Glutamic Acid as sole carbon source	nh4	Ammonium
glu__L_medium	M9 medium containing L-Glutamic Acid as sole carbon source	ni2	Ni2+
glu__L_medium	M9 medium containing L-Glutamic Acid as sole carbon source	o2	O2
glu__L_medium	M9 medium containing L-Glutamic Acid as sole carbon source	pi	Phosphate
glu__L_medium	M9 medium containing L-Glutamic Acid as sole carbon source	so4	Sulfate
glu__L_medium	M9 medium containing L-Glutamic Acid as sole carbon source	zn2	Zn2+
rmn_medium	M9 medium containing L-Rhamnose as sole carbon source	rmn	L-Rhamnose
rmn_medium	M9 medium containing L-Rhamnose as sole carbon source	ca2	Ca2+
rmn_medium	M9 medium containing L-Rhamnose as sole carbon source	cl	Cl-
rmn_medium	M9 medium containing L-Rhamnose as sole carbon source	cobalt2	Co2+
rmn_medium	M9 medium containing L-Rhamnose as sole carbon source	cu2	Cu2+
rmn_medium	M9 medium containing L-Rhamnose as sole carbon source	fe2	Fe2+
rmn_medium	M9 medium containing L-Rhamnose as sole carbon source	fe3	Fe3+
rmn_medium	M9 medium containing L-Rhamnose as sole carbon source	h2o	H2O
rmn_medium	M9 medium containing L-Rhamnose as sole carbon source	h	H+
rmn_medium	M9 medium containing L-Rhamnose as sole carbon source	k	K+
rmn_medium	M9 medium containing L-Rhamnose as sole carbon source	mg2	Mg
rmn_medium	M9 medium containing L-Rhamnose as sole carbon source	mn2	Mn2+
rmn_medium	M9 medium containing L-Rhamnose as sole carbon source	mobd	Molybdate
rmn_medium	M9 medium containing L-Rhamnose as sole carbon source	na1	Na+
rmn_medium	M9 medium containing L-Rhamnose as sole carbon source	nh4	Ammonium
rmn_medium	M9 medium containing L-Rhamnose as sole carbon source	ni2	Ni2+
rmn_medium	M9 medium containing L-Rhamnose as sole carbon source	o2	O2
rmn_medium	M9 medium containing L-Rhamnose as sole carbon source	pi	Phosphate
rmn_medium	M9 medium containing L-Rhamnose as sole carbon source	so4	Sulfate
rmn_medium	M9 medium containing L-Rhamnose as sole carbon source	zn2	Zn2+
fru_medium	M9 medium containing D-Fructose as sole carbon source	fru	D-Fructose
fru_medium	M9 medium containing D-Fructose as sole carbon source	ca2	Ca2+
fru_medium	M9 medium containing D-Fructose as sole carbon source	cl	Cl-
fru_medium	M9 medium containing D-Fructose as sole carbon source	cobalt2	Co2+
fru_medium	M9 medium containing D-Fructose as sole carbon source	cu2	Cu2+
fru_medium	M9 medium containing D-Fructose as sole carbon source	fe2	Fe2+
fru_medium	M9 medium containing D-Fructose as sole carbon source	fe3	Fe3+
fru_medium	M9 medium containing D-Fructose as sole carbon source	h2o	H2O
fru_medium	M9 medium containing D-Fructose as sole carbon source	h	H+
fru_medium	M9 medium containing D-Fructose as sole carbon source	k	K+
fru_medium	M9 medium containing D-Fructose as sole carbon source	mg2	Mg
fru_medium	M9 medium containing D-Fructose as sole carbon source	mn2	Mn2+
fru_medium	M9 medium containing D-Fructose as sole carbon source	mobd	Molybdate
fru_medium	M9 medium containing D-Fructose as sole carbon source	na1	Na+
fru_medium	M9 medium containing D-Fructose as sole carbon source	nh4	Ammonium
fru_medium	M9 medium containing D-Fructose as sole carbon source	ni2	Ni2+
fru_medium	M9 medium containing D-Fructose as sole carbon source	o2	O2
fru_medium	M9 medium containing D-Fructose as sole carbon source	pi	Phosphate
fru_medium	M9 medium containing D-Fructose as sole carbon source	so4	Sulfate
fru_medium	M9 medium containing D-Fructose as sole carbon source	zn2	Zn2+
ac_medium	M9 medium containing Acetic Acid as sole carbon source	ac	Acetic Acid
ac_medium	M9 medium containing Acetic Acid as sole carbon source	ca2	Ca2+
ac_medium	M9 medium containing Acetic Acid as sole carbon source	cl	Cl-
ac_medium	M9 medium containing Acetic Acid as sole carbon source	cobalt2	Co2+
ac_medium	M9 medium containing Acetic Acid as sole carbon source	cu2	Cu2+
ac_medium	M9 medium containing Acetic Acid as sole carbon source	fe2	Fe2+
ac_medium	M9 medium containing Acetic Acid as sole carbon source	fe3	Fe3+
ac_medium	M9 medium containing Acetic Acid as sole carbon source	h2o	H2O
ac_medium	M9 medium containing Acetic Acid as sole carbon source	h	H+
ac_medium	M9 medium containing Acetic Acid as sole carbon source	k	K+
ac_medium	M9 medium containing Acetic Acid as sole carbon source	mg2	Mg
ac_medium	M9 medium containing Acetic Acid as sole carbon source	mn2	Mn2+
ac_medium	M9 medium containing Acetic Acid as sole carbon source	mobd	Molybdate
ac_medium	M9 medium containing Acetic Acid as sole carbon source	na1	Na+
ac_medium	M9 medium containing Acetic Acid as sole carbon source	nh4	Ammonium
ac_medium	M9 medium containing Acetic Acid as sole carbon source	ni2	Ni2+
ac_medium	M9 medium containing Acetic Acid as sole carbon source	o2	O2
ac_medium	M9 medium containing Acetic Acid as sole carbon source	pi	Phosphate
ac_medium	M9 medium containing Acetic Acid as sole carbon source	so4	Sulfate
ac_medium	M9 medium containing Acetic Acid as sole carbon source	zn2	Zn2+
glc__D_medium	M9 medium containing alpha-D-Glucose as sole carbon source	glc__D	alpha-D-Glucose
glc__D_medium	M9 medium containing alpha-D-Glucose as sole carbon source	ca2	Ca2+
glc__D_medium	M9 medium containing alpha-D-Glucose as sole carbon source	cl	Cl-
glc__D_medium	M9 medium containing alpha-D-Glucose as sole carbon source	cobalt2	Co2+
glc__D_medium	M9 medium containing alpha-D-Glucose as sole carbon source	cu2	Cu2+
glc__D_medium	M9 medium containing alpha-D-Glucose as sole carbon source	fe2	Fe2+
glc__D_medium	M9 medium containing alpha-D-Glucose as sole carbon source	fe3	Fe3+
glc__D_medium	M9 medium containing alpha-D-Glucose as sole carbon source	h2o	H2O
glc__D_medium	M9 medium containing alpha-D-Glucose as sole carbon source	h	H+
glc__D_medium	M9 medium containing alpha-D-Glucose as sole carbon source	k	K+
glc__D_medium	M9 medium containing alpha-D-Glucose as sole carbon source	mg2	Mg
glc__D_medium	M9 medium containing alpha-D-Glucose as sole carbon source	mn2	Mn2+
glc__D_medium	M9 medium containing alpha-D-Glucose as sole carbon source	mobd	Molybdate
glc__D_medium	M9 medium containing alpha-D-Glucose as sole carbon source	na1	Na+
glc__D_medium	M9 medium containing alpha-D-Glucose as sole carbon source	nh4	Ammonium
glc__D_medium	M9 medium containing alpha-D-Glucose as sole carbon source	ni2	Ni2+
glc__D_medium	M9 medium containing alpha-D-Glucose as sole carbon source	o2	O2
glc__D_medium	M9 medium containing alpha-D-Glucose as sole carbon source	pi	Phosphate
glc__D_medium	M9 medium containing alpha-D-Glucose as sole carbon source	so4	Sulfate
glc__D_medium	M9 medium containing alpha-D-Glucose as sole carbon source	zn2	Zn2+
malt_medium	M9 medium containing Maltose as sole carbon source	malt	Maltose
malt_medium	M9 medium containing Maltose as sole carbon source	ca2	Ca2+
malt_medium	M9 medium containing Maltose as sole carbon source	cl	Cl-
malt_medium	M9 medium containing Maltose as sole carbon source	cobalt2	Co2+
malt_medium	M9 medium containing Maltose as sole carbon source	cu2	Cu2+
malt_medium	M9 medium containing Maltose as sole carbon source	fe2	Fe2+
malt_medium	M9 medium containing Maltose as sole carbon source	fe3	Fe3+
malt_medium	M9 medium containing Maltose as sole carbon source	h2o	H2O
malt_medium	M9 medium containing Maltose as sole carbon source	h	H+
malt_medium	M9 medium containing Maltose as sole carbon source	k	K+
malt_medium	M9 medium containing Maltose as sole carbon source	mg2	Mg
malt_medium	M9 medium containing Maltose as sole carbon source	mn2	Mn2+
malt_medium	M9 medium containing Maltose as sole carbon source	mobd	Molybdate
malt_medium	M9 medium containing Maltose as sole carbon source	na1	Na+
malt_medium	M9 medium containing Maltose as sole carbon source	nh4	Ammonium
malt_medium	M9 medium containing Maltose as sole carbon source	ni2	Ni2+
malt_medium	M9 medium containing Maltose as sole carbon source	o2	O2
malt_medium	M9 medium containing Maltose as sole carbon source	pi	Phosphate
malt_medium	M9 medium containing Maltose as sole carbon source	so4	Sulfate
malt_medium	M9 medium containing Maltose as sole carbon source	zn2	Zn2+
melib_medium	M9 medium containing D-Melibiose as sole carbon source	melib	D-Melibiose
melib_medium	M9 medium containing D-Melibiose as sole carbon source	ca2	Ca2+
melib_medium	M9 medium containing D-Melibiose as sole carbon source	cl	Cl-
melib_medium	M9 medium containing D-Melibiose as sole carbon source	cobalt2	Co2+
melib_medium	M9 medium containing D-Melibiose as sole carbon source	cu2	Cu2+
melib_medium	M9 medium containing D-Melibiose as sole carbon source	fe2	Fe2+
melib_medium	M9 medium containing D-Melibiose as sole carbon source	fe3	Fe3+
melib_medium	M9 medium containing D-Melibiose as sole carbon source	h2o	H2O
melib_medium	M9 medium containing D-Melibiose as sole carbon source	h	H+
melib_medium	M9 medium containing D-Melibiose as sole carbon source	k	K+
melib_medium	M9 medium containing D-Melibiose as sole carbon source	mg2	Mg
melib_medium	M9 medium containing D-Melibiose as sole carbon source	mn2	Mn2+
melib_medium	M9 medium containing D-Melibiose as sole carbon source	mobd	Molybdate
melib_medium	M9 medium containing D-Melibiose as sole carbon source	na1	Na+
melib_medium	M9 medium containing D-Melibiose as sole carbon source	nh4	Ammonium
melib_medium	M9 medium containing D-Melibiose as sole carbon source	ni2	Ni2+
melib_medium	M9 medium containing D-Melibiose as sole carbon source	o2	O2
melib_medium	M9 medium containing D-Melibiose as sole carbon source	pi	Phosphate
melib_medium	M9 medium containing D-Melibiose as sole carbon source	so4	Sulfate
melib_medium	M9 medium containing D-Melibiose as sole carbon source	zn2	Zn2+
thymd_medium	M9 medium containing Thymidine as sole carbon source	thymd	Thymidine
thymd_medium	M9 medium containing Thymidine as sole carbon source	ca2	Ca2+
thymd_medium	M9 medium containing Thymidine as sole carbon source	cl	Cl-
thymd_medium	M9 medium containing Thymidine as sole carbon source	cobalt2	Co2+
thymd_medium	M9 medium containing Thymidine as sole carbon source	cu2	Cu2+
thymd_medium	M9 medium containing Thymidine as sole carbon source	fe2	Fe2+
thymd_medium	M9 medium containing Thymidine as sole carbon source	fe3	Fe3+
thymd_medium	M9 medium containing Thymidine as sole carbon source	h2o	H2O
thymd_medium	M9 medium containing Thymidine as sole carbon source	h	H+
thymd_medium	M9 medium containing Thymidine as sole carbon source	k	K+
thymd_medium	M9 medium containing Thymidine as sole carbon source	mg2	Mg
thymd_medium	M9 medium containing Thymidine as sole carbon source	mn2	Mn2+
thymd_medium	M9 medium containing Thymidine as sole carbon source	mobd	Molybdate
thymd_medium	M9 medium containing Thymidine as sole carbon source	na1	Na+
thymd_medium	M9 medium containing Thymidine as sole carbon source	nh4	Ammonium
thymd_medium	M9 medium containing Thymidine as sole carbon source	ni2	Ni2+
thymd_medium	M9 medium containing Thymidine as sole carbon source	o2	O2
thymd_medium	M9 medium containing Thymidine as sole carbon source	pi	Phosphate
thymd_medium	M9 medium containing Thymidine as sole carbon source	so4	Sulfate
thymd_medium	M9 medium containing Thymidine as sole carbon source	zn2	Zn2+
akg_medium	M9 medium containing alpha-Keto-Glutaric Acid as sole carbon source	akg	alpha-Keto-Glutaric Acid
akg_medium	M9 medium containing alpha-Keto-Glutaric Acid as sole carbon source	ca2	Ca2+
akg_medium	M9 medium containing alpha-Keto-Glutaric Acid as sole carbon source	cl	Cl-
akg_medium	M9 medium containing alpha-Keto-Glutaric Acid as sole carbon source	cobalt2	Co2+
akg_medium	M9 medium containing alpha-Keto-Glutaric Acid as sole carbon source	cu2	Cu2+
